_id,question_title,question_content,question_datetime,answer1_content,answer1_datetime,answer2_content,answer2_datetime,answer3_content,answer3_datetime
65dd8f3c5bf02f695c36f227,독감? 코로나? 증상,한달전부터 감기에 걸린 것 같아 콧물기침 증상이 있다가\n약국에서 파는 종합감기약 먹다가 목이 너무 아파서\n한 2주째 증상 나올 때 병원을 갔더니 인두염 판정 받았습니다\n약 처방받아 먹는데 목소리가 완전 나가고 기침을 너무 해서 머리도 아프고 토할 것 같은 느낌까지 들 정도로 기침을 많이 했습니다\n그러다 2주가 지난 지금까지도 기침콧물이 여전히 있어요\n감기가 이렇게 오래가는 것도 신기한데\n병원에선 심하지 않다고 하네요\n근데 오늘은 머리가 너무 아프고 콧물이 많이 나오네요\n열을 재보니 37.5도 정도 나오는데 독감이나 코로나 증상일까요\n감기증상이 이렇게 오래가는 게 너무 어이가 없어요ㅠㅠ\n지금은 머리가\n너무 아픕니다. 기침을 하면 머리가 울리며 아픕니다..\n병원가서 독감이나 코로나 검사를 받아야할까요,작성일\n2023.12.10,"안녕하세요. 인터엠디(InterMD) x 네이버 지식iN 건강상담 전문의입니다.\n[{(우선 여기에서 답변해 드리는 의학적 소견은 직접적인 문진이나 신체검진과 같은 정보가 부족한 상황에서 문의해 주셨던 질문만으로 추정하여 답변해 드리는 것입니다. 따라서 경우에 따라 실제로 문진 및 진찰을 시행했을 때 진단 및 치료가 달라질 수 있다는 것을 알아주시고 참고를 하시기 바라며, 만일 증상이 지속되고 악화되는 경우에는 증상에 대한 정확한 평가와 진단 그리고 그에 따른 적절한 치료를 위해 반드시 가까운 병원에 내원을 하시고 진료를 보셔야 한다는 것을 꼭 명심해 주세요.)}]\n여러 가지 증상으로 인해 많이 불편하시겠습니다. 말씀하신 것들을 토대로 생각해 보았을 때 독감의 가능성이 있어 보입니다. 증상이 심하니 병원에 가셔서 검사 등의 처치를 받으시고 병원 약물치료를 유지해 주시고 당분간 충분한 영양섭취 및 휴식을 취해 주세요. 보통 이런 과정을 통해 증상이 호전되는 양상을 보이게 됩니다. 아무쪼록 하루빨리 호전되시기를 기원합니다. 감사합니다.",2023.12.10.,,,,
65dd8f3d5bf02f695c36f229,풍치증상 맞나요?,안녕하세요. 원래 안그랬는데 자꾸 양 치하면 피가 나는데 \n풍치증상이 맞는지 궁금해요...\n혹시 풍치증상이 맞다면 바로 치 과 가봐야 하죠?\n가면 어떤 치료를 받을수 있을까요?\n풍치증상 관련해서 답변 받고 싶습니다,작성일\n2024.01.10,"안녕하세요. 닥톡-네이버 지식인 상담치과의사 곽해성입니다.\n풍치증상에 대해서 질문해주셨네요. \n풍치 증상에는 무증상, 잇몸 붓기, 출혈, 시림, 통증, 고름, 흔들림 등 다양한 형태로 나타나고 있습니다. \n풍치 초기 증상으로는 주로 무증상 혹은 잇몸 붓기, 출혈이 있습니다. \n가장 대표적인 치주질환 증상인 잇몸 붓기와 출혈의 경우 일시적인 컨디션 저하 혹은 영양소 결핍으로 이러한 현상이 발생할 수 있어 방치하는 경우가 많은 증상 중 하나입니다.\n풍치가 심화되면 치아 시림과 통증이 유발되는데요. 이 시기에는 염증이 어느정도 진행된 상태일 수 있습니다. \n그리고 이런 증상을 방치하여 염증이 잇몸뼈를 녹이게 될 경우, 치아가 흔들리게 되며 발치가 불가피하게됩니다. \n하지만 개인에 따라 이런 증상 없이 악화될 수도 있기 때문에 평소와는 다른 증상을 발견하셨다면 바로 치과에 내원하셔서 치과 전문의의 정밀한 진단을 받아 원인을 파악해보셔야 합니다. \n풍치와 같은 치주질환에 적용 가능한 솔루션으로는 생체모방이론을 적용한 미니쉬가 있습니다. \n미니쉬는 치아의 불필요한 손상 없이 원래 자연치아의 모습과 기능을 구현하기 위해 자연치아와 유사한 재료로 제작되며, 수복이 필요한만큼만 가공 후 빈틈없이 코팅하여 원래의 자연치아로 복원하는 솔루션입니다. \n이 외에도 풍치에 대한 다양한 치료 방법이 있으니 정확한 진단은 치과 전문의를 통해 확인해보시길 바랍니다. \n궁금증이 해결되셨길 바라며 오늘 답변 내용이 선택에 도움이 되었길 바랍니다.\n감사합니다.",2024.01.10.,,,,
65dd8f3e5bf02f695c36f22b,임신 초기 증상,관계후 이틀만에 착상혈이 나오진 않겠죠…? 소변에 피가 나오고 뿌연소변이 나오더니 질이 가려운데 그냥 방광염이였돈거겠죠? 약먹고 증상은 다 나았어요! 그런데 생리 예정일로부터 3일이 지나서 걱정되는데 ㅠㅠ 증상들이 임신 초기증상이 아니였나 갑자기 걱정이 돼서요…,작성일\n2023.12.08,"안녕하세요. 하이닥-네이버 지식iN 상담의 김태희 입니다.\n착상혈은 모든 여성에게서 나타나는 것은 아니고 20~30% 여성에게서 관계 후 5~12일 사이 패드에 묻어나는 정도로 소량의 갈색 출혈이 하루 정도 나타나는 것이 특징입니다.\n그렇기 때문에 관계일 이틀뒤 출혈일 경우 착상혈일 가능성은 낮다고 볼 수 있고, 질이 가렵고 혈뇨 증상이 있으셨다면 관계후 자궁경부의 상처 및 염증, 질염 증상일 수도 있습니다.\n여성의 생리는 육체적 정신적 스트레스, 과로, 수면부족, 호르몬 변화 등이 영향을 끼치기도 하지만\n임신이 걱정되신다면 관계일 이후 최대 14일 임신테스트기를 통해 임신여부를 확인해 보시기 바랍니다.",2023.12.08.,,,,
65dd8f3f5bf02f695c36f22d,지루성 두피염 초기 증상,제가 샴푸를 잘못 사용해서 지루성 두피염 초기 증상이 있는 거 같아요 두피가 막 엄청 빨갛고 진물이 나거나 하진 않지만 엄청 간지럽고 특히 샴푸할 때 두피가 찢어질 듯 따갑더라고요 그리고 머리를 감고 나도 조금 씩 간지럽고 무엇보다 두피가 엄청 예민해져 있는게 느껴지더라고요 근데 또 건성 두피 같아서 엄청 지성 두피는 아닌 거 같아요 제가 두피가 원래도 예민하고 지금 더더욱 예민해져 있는 상태여서 이런 증상이 지루성 두피염 초기 증상일까요 ?,작성일\n2024.02.22,넵 \n빨리 샴푸를 바꿔야하구요\n병원에 도움을 받는게 좋을듯합니다 \n너무 가려우면 참기도 힘들고\n손대면 손댈수록 악화됩니다\n주사맞고 연고도 받고 약도 먹고 샴푸도 바까야해요,2024.02.22.,안녕하세요 사진이 없어서 정확하게는 잘 모르겠지만 \n개인적으로는 지루성 두피에는 샴푸 변경을 추천드려요. \n저도 지금 사용중인건데 딱 작성자님이 찾으시는 것 처럼 \n두피 열감이 덜 해지면서 빨간게 좀 없어지더라구요 \n두피샴푸 이것저것 많이 사용해봤는데 쿨링? 샴푸 사용해봐도 \n딱 감을 때만 그렇고 바로 열감이 올라와요. \n자외선 때문에도 그런 것 같습니다. \n차라리 두피케어 샴푸를 추천드리는게 두피에 더 막을 씌어준다? \n그런게 있어서 훨씬 보호 되는 것 같아서 추천하더라구요. \n저도 여름만 되면 맨날 두피가 빨개지고 그러다보니까 \n간지러워서 두피케어 샴푸 쓰거든요... \n디에제르 원액샴푸 이제품인데 찾으시는 거랑 비슷한 것 같아 보여서요! \n저도 여름만 되면 꼭 이거 찾아서 사용해요.\n두피가 빨갛게 되면 진짜 스트레스인데 고생하시겠어요... \n최대한 자외선도 잘 피해보시구요! \n그리고 땀이 많이나면 모공도 막히게 될 거에요~ \n매일 밤마다 머리 잘 감아주시고 두피 마사지도 많이 해보세요...!!\n 도움 되실 거에요 ,2024.02.22.,"안녕하세요.\n네이버지식인으로 피부질환을 상담하고 치료하는 한의학박사 나헌식원장입니다.\n글 내용을 읽어보니,\n두피에 발생한 증상은,\n지루성 두피염으로 진단됩니다.\n지루성 두피염은 모공을 통하여 배출되는 피지가 과다하게 분비되어 나타나는 증상은 아니고,\n몸에서 자연스럽게 유발되는 열이 땀구멍을 통하여 수분이나 땀의 형태로 정상적으로 배출이 안되어 나타나는 증상입니다.\n지루성두피염에 대해 아래와 같이 설명드리니,\n참고하시길 바랍니다.\n지루성두피염은 우리가 섭취하는 음식물로 인하여 증상이 발생하는 것이 아니어서,\n어떤 음식이든지 가리지 않고 섭취하여도 괜찮으며,\n생활습관이 잘못되어서 지루성피부염이 발생하는 것은 아니니,\n생활하는데 주의할 사항은 탁히 없습니다.\n많은 분들이 음식물이 지루성피부염의 원인처럼 생각하시는 분들이 많은데,\n음식으로 인하여 지루성피부염이 발생하지 않습니다.\n지루성피부염은,\n몸에 열이 많거나 독이 있어서 나타나는 것이 아니며,\n몸의 면역기능이 떨어지거나 오장육부에 이상이 있어서 발생하는 것도 아닙니다.\n지루성피부염 원인은,\n피부의 여러가지 기능중에 체온조절 기능이 떨어져 발생하는 증상입니다.\n위장기능이 떨어지면 위장병이 생기듯이,\n피부기능이 떨어지면 피부병이 발생하는 것입니다.\n피부의 독립적인 여러가지 기능중에 체온조절 기능이 떨어지면,\n몸에서 유발되는 열이 피부의 땀구멍을 통하여 빠져나가지 못하기 때문에,\n피부 내측에 열이 누적됩니다.\n열이 누적되면,\n누적되어 있는 해당 부위의 피부 표면에 붉은 증상이 보입니다.\n피부 내측에 누적된 열이 피부에 있는 가는 모세혈관을 확장하여,\n피부 표면에서는 빨갛게 발진이 보이며,\n열은 발산작용이 있어 땀구멍을 뚫고 빠져 나갈려고 피부를 자극할 때 따갑거나 가려운 증상을 느끼는 것입니다.\n인체의 생리적인 기능은,\n열이 발생하여 누적되어 있으면 그 열을 식히기 위하여 물이 모입니다.\n물이 열과 합쳐지면 탁한 물이 형성되고,\n그 탁한 물을 우리는 보통 진물이라고 표현하는데,\n좁쌀처럼 수포가 발생하기도 하고,\n피부 내측에 진물이 피부의 땀구멍을 뚫고 나와서 건조되어 각질이 보이기도 하며,\n증상 부위엔 열이 누적되어 머물러 있기 때문에 해당 부위의 피부 표면은 당연히 건조한 증상이 나타나는것입니다.\n지루성피부염 치료는 피부기능이 개선되어 정상적인 기능을 할 수 있도록 치료하는 것이 중요한데,\n체질개선 방법으로 치료할 수 있으니,\n치료에 자신감을 갖기를 바라겠습니다.\n체질개선으로 몸의 기능을 활성화시키면 몸의 일부위인 피부기능은 정상적인 기능을 회복하게 되고,\n정상적인 기능이 회복되면 지루성피부염 증상은 자연스럽게 치료가 된다는 말씀을 드립니다.\n집에서 할 수 있는 방법을 알려드리면,\n실내운동을 하거나 반신욕을하여 땀을 흠뻑 내도록 하시길 바랍니다.\n땀이 나지 않을 정도로 적당히 하면 증상이 더 심해질 수 있으니,\n땀이 흠뻑 나도록 해주세요.\n운동을 할 때 땀이 흠뻑 나도록 하시고,\n또한 땀이 흠뻑 나도록 반신욕을 매일 매일 병행한다면,\n증상개선에도 많은 도움을 받을 수 있습니다.\n4K)지루성두피염과 음식지루성 두피염은 모든 음식을 섭취하면서 치료합니다. - YouTube\n클릭하시면,\n지루성두피염에 대한 자세한 자료를 확인할 수 있으니,\n참고하시길 바랍니다.(나헌식TV)",2024.02.22.
65dd8f3f5bf02f695c36f22f,역류성 식도염 증상 궁금합니다,"며칠 전 부터 마른 기침이 올라오고 밤에 누우면 일시적으로 심해지곤 합니다\n역류성 식도염 증상엔 속 쓰림, 목 이물감 등이 있던데\n전 그런 증상은 없고 기침만 하는데\n증상이 기침만 나올 수도 있는 건가요?",작성일\n2023.11.23,"안녕하세요.\n인터엠디-네이버 지식iN 가정의학과 전문의 조성환입니다. \n며칠 전 부터 마른 기침이 올라오고 밤에 누우면 일시적으로 심해지곤 합니다\n역류성 식도염 증상엔 속 쓰림, 목 이물감 등이 있던데\n전 그런 증상은 없고 기침만 하는데\n증상이 기침만 나올 수도 있는 건가요?\n위와 같이 질문을 주셨습니다. 마른기침 증상이 밤에 심해져서 역류성식도염 증상인지 궁금하신 것 같습니다. \n역류성식도염은 식도와 위 사이의 괄약근의 힘이 약해져서 생기는 위-식도역류증상을 일으키는 질병으로, 원인은 스트레스, 특정한 음식 (카페인음료, 술, 기름진 음식 등), 음식을 급히 드시거나 과식하는 경우, 비만 등이 있습니다. 위산이 역류할 경우 인두나 후두가 붓고 목에 이물감이 생기거나 기침도 나오고 속쓰림, 소화불량도 심해질 수 있습니다. \n역류성식도염과 관련된 증상 중 하나로 기침증상이 있을 수 있기 때문에 오랫동안 지속되는 만성 기침의 경우 역류성식도염을 의심해 볼 수 있습니다. 하지만 며칠전부터 생긴 증상이라면 역류성식도염을 가장 먼저 의심하기는 어렵습니다. 감기와 같은 상기도감염의 증상일 가능성이 더 높으니 이에 대해 약물치료 등을 먼저 해보시는 것이 좋겠고, 증상이 지속되거나 위장증상이 동반된다면 역류성식도염에 대해서도 같이 치료해보시는 것도 한 방법이 되겠습니다. ",2023.11.23.,,,,
65dd8f405bf02f695c36f231,맹장염 초기 증상인가요?,"어제부터 열이 나고 오한, 근육통, 기침, 가래 증상이 있어서 병원에서 독감 검사를 했습니다. 열이 39.4도가 나서 의사 선생님은 독감일 거라고 말하셨지만 독감이 아니였어요. 그냥 열감기라고 진단을 받고 집에 갔습니다. 다음날이 된 오늘 목이 너무 아파서 뜨거운 물을 마셨는데 계속 속이 더부룩하고 토할 거 같길래 바로 화장실로 가서 토만 10분을 넘게 했어요. 토가 멈추니깐 엄청난 복통이 찾아왔는데 배란통인지 뭔지 모르겠어요. 생리 주기를 보면 배란통 같긴 한데 그동안 느꼈던 배란통들보다 훨씬 아팠어요. 일어나지도 못하고 화장실에서 뒹굴거릴 정도로요. 인터넷을 보니 맹장염 초기 증상이랑 증상이 겹치는데 맹장염 같나요?",작성일\n2023.12.08,"안녕하세요\n#요약\n1. 주증상은, 우하복부 통증 + 발열 입니다.\n2. 목이 아프면 인후염, 거기에 심하면 발열과 구토 증상이 동반되긴 합니다.\n3. 근데 인후염이랑 가끔 맹장염이랑 같이 동반되는 경우도 있습니다.\n4. 제일 중요한건 발열과 우하복부 통증이 맹장염(충수돌기염)의 증상입니다.\n맹장염 환자의 95% 이상는 복통(주로 우하복부)이 생기고,\n80% 정도에게 구토, 식욕 부진, 오심, 국소적인 복부 압통, 발열이 나타납니다. \n복통의 경우 초기에 상복부 통증이 모호하게 느껴지다가 \n점차 우측 하복부에 국한되어 발생하며,\n개인마다 충수돌기의 위치가 조금씩 다르므로 \n우측 옆구리에 통증이 있을 수 있고,\n충수돌기가 골반 내에 위치하는 경우, \n배변 후에도 변을 보고 싶은 증상이나 치골 위쪽의 모호한 불편감이 나타날 수 있습니다. \n가장 흔한 압통점은 충수의 정상 위치에 해당하는 점인\n장골의 우측 전상극에서 5cm 정도 떨어진 곳에 있는 맥버니점(McBurney's point)입니다. \n오른쪽 다리를 구부리고 누운 자세를 취하면 통증이 나아지기도 하고,\n이외에 변비, 설사 등과 같은 증상이 나타나기도 합니다. \n건승하세요",2023.12.08.,,,,
65dd8f415bf02f695c36f233,틱 증상 종류,"틱 증상 중 심한 증상 아니고 좀 약한 증상 두 가지 틱을 가지고 있을 수 있나요?? 어깨 들썩이는 증상이랑 얼굴 찡그리는 증상인데 동시에 나타나지는 않고 어떨 땐 어깨를 들썩이고 어떨 땐 얼굴을 계속 찡그렸다 폈다 하고 해요\n\n그리고 이렇게 약한 틱 증상을 가지고 있으면 남이나 본인이 틱 증상 있는지 모를 수 있나요?\n\n지금까지 몰랐는데 어느새 보니까 제 주변 사람이 어떨 때는 어깨, 어떨 때는 얼굴에 반복적으로 증상이 있더라구요.. 근데 또 자주 그런건 아니라 저도 몇년만에 처음 알았는데 확실한 것도 아니라 질문합니다",작성일\n2023.10.06,안녕하세요. 대한한의사협회-네이버 지식iN 상담한의사 전창환 입니다.\n가능합니다.\n아래 표는 운동틱(근육틱)과 음성틱 종류를 호전과 악화의 관점에서 정리한 것입니다.\n여기에 나오는 것처럼 각 부위의 증상들이 여러가지가 있고 이런 증상들이 몇 가지 번갈아가면서 또는 동시에 보일 수 있습니다.,2023.10.06.,,,,
65dd8f425bf02f695c36f235,틱 증상 종류,"틱 증상 중 심한 증상 아니고 좀 약한 증상 두 가지 틱을 가지고 있을 수 있나요?? 어깨 들썩이는 증상이랑 얼굴 찡그리는 증상인데 동시에 나타나지는 않고 어떨 땐 어깨를 들썩이고 어떨 땐 얼굴을 계속 찡그렸다 폈다 하고 해요\n\n그리고 이렇게 약한 틱 증상을 가지고 있으면 남이나 본인이 틱 증상 있는지 모를 수 있나요?\n\n지금까지 몰랐는데 어느새 보니까 제 주변 사람이 어떨 때는 어깨, 어떨 때는 얼굴에 반복적으로 증상이 있더라구요.. 근데 또 자주 그런건 아니라 저도 몇년만에 처음 알았는데 확실한 것도 아니라 질문합니다",작성일\n2023.10.06,안녕하세요. 대한한의사협회-네이버 지식iN 상담한의사 전창환 입니다.\n가능합니다.\n아래 표는 운동틱(근육틱)과 음성틱 종류를 호전과 악화의 관점에서 정리한 것입니다.\n여기에 나오는 것처럼 각 부위의 증상들이 여러가지가 있고 이런 증상들이 몇 가지 번갈아가면서 또는 동시에 보일 수 있습니다.,2023.10.06.,,,,
65dd8f435bf02f695c36f237,비타민D 부족증상,부족증상이 땀 흐리며서 귀에서 삐 소리 나며서 쓰려지거든여 제가 항상 부족증상 자주 있어서 오늘검사 하고 왔어요..,작성일\n2024.01.02,안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.\n비타민 D 부족은 증상이 없다는 것이 특징이랍니다. 땀과 귀에서 삐 소리가 나는 것은 혈압이 낮아서 생긴 증상으로 판단됩니다. ,2024.01.03.,,,,
65dd8f435bf02f695c36f239,비타민D 부족증상,부족증상이 땀 흐리며서 귀에서 삐 소리 나며서 쓰려지거든여 제가 항상 부족증상 자주 있어서 오늘검사 하고 왔어요..,작성일\n2024.01.02,안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.\n비타민 D 부족은 증상이 없다는 것이 특징이랍니다. 땀과 귀에서 삐 소리가 나는 것은 혈압이 낮아서 생긴 증상으로 판단됩니다. ,2024.01.03.,,,,
65dd8f445bf02f695c36f23b,비타민D 부족증상,부족증상이 땀 흐리며서 귀에서 삐 소리 나며서 쓰려지거든여 제가 항상 부족증상 자주 있어서 오늘검사 하고 왔어요..,작성일\n2024.01.02,안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.\n비타민 D 부족은 증상이 없다는 것이 특징이랍니다. 땀과 귀에서 삐 소리가 나는 것은 혈압이 낮아서 생긴 증상으로 판단됩니다. ,2024.01.03.,,,,
65dd8f455bf02f695c36f23d,무릎십자인대 증상 계단에서,두달전쯤 무릎을 다쳤었는데 처음에는\n통증이 심해서 무릎십자인대 증상인가\n했거든요?\n근데 조금씩 좋아지길래 아 아닌가보다\n하고 따로 치료는 받지 않았습니다.\n근데 요즘 계단을 올라갈 때 무릎에\n힘이 빠지는 증상이 있어요..\n이거 무릎십자인대 증상 맞나요??\n다리를 구부리고 펼 때도 예전이랑\n다르게 좀 불편감이 들어서 제 생각엔\n무릎십자인대 증상이 아닌가 싶은데요..,작성일\n2023.10.05,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김옥선 입니다.\n무릎십자인대 증상에 대해 질문주셨군요.\n현재 질문자님의 상태를 살펴 보지 못했기 \n때문에 정확한 설명을 드리기 어렵습니다. \n그러니 이에 대해서는 담당의와 상의를 \n해보는 것이 좋은데요. \n무릎십자인대 파열 직후에는 무릎 안에\n피가 고이게 되면서 극심한 통증이\n발생되지만 3~4일 안정을 취해주면 통증이\n점점 가라앉게되는 특징을 가지고 있습니다.\n연골판이나 관절 연골 등 동반된 손상 또한\n없었다면 2주 정도 시간이 경과하였을 때\n보행도 가능할 정도로 회복되는 경우가\n많아요.\n하지만 손상된 십자인대로 인해 무릎이\n흔들거리는, 즉 불안정성이 심해진다면\n계단은 물론 시간이 지나 평지를 이용할\n때조차 무릎에 불편감이 동반될텐데요.\n현재 증상만으로 충분히 무릎십자인대\n증상을 의심해 볼 수 있으나 보다 정확한\n상태 확인을 위해 정밀검사를 받아보는\n것이 좋겠습니다.\n쾌유를 빕니다.\n감사합니다.",2023.10.05.,,,,
65dd8f465bf02f695c36f23f,돌발성 난청 증상,"안녕하세요 고등학교 1학년 여학생입니다. 제가 오늘 병원에 가서 약한 돌발성 난청이라는 진단을 받았는데요. 병원에서 제 증상을 정확하게 말을 안 해서요. 이 증상들이 돌발성 난청의 증상이 맞는지 알려주세요.\n1.한쪽 귀만 멍하다.\n2.조용한 공간에 있을 때 한쪽 귀에서 우웅하는 소리가 난다.\n3.내가 말하거나 주변에 다른 사람이 말하는 소리, 영상 등 소음들이 AI와 섞여들리듯 두개로 갈라져서 들린다. (원래 소리가 들리지 않는게 아님 같이 들리는거임 불쾌할 정도로 들려서 스트레스 받음)\n이게 돌발성 난청 증상이 맞을까요? 아니면 어떤 이유로 이런걸까요? 알려주세요",작성일\n2023.10.20,"안녕하세요! \n닥톡-네이버지식in 상담한의사  최용석입니다.\n 한쪽귀만 멍하고(귀먹먹함), '우웅'하는 이명소리가 들리고, 3.번의 증상은 귀먹먹함이나 이폐색감의\n증상으로 생각됩니다.\n돌발성 난청과는 관련성이 매우 적은 증상이고,\n정상적인 이명,이관기능의 일시적 저하 정도의 매우 가벼운 증상(정상과 매우 근접한 상태이거나\n정상상태일 가능성이 높음) 정도로 생각됩니다.\n진찰,진단결과를 토대로 드리는 답변은 아니오나, 증상만으로도 심각한 상태를 우려할 만한\n증상들은 아닙니다. \n제 답변이 도움이 되길 바라겠습니다. ",2023.10.20.,,,,
65dd8f475bf02f695c36f241,혈뇨 증상 도와주세요,남성이며 혈뇨 증상으로 고민중에 질문합니다.\n가끔씩 소변을 보면 혈뇨 증상을 보이고 있습니다.\n단순히 피곤해서 그런가? 생각했는데 걱정이 되네요.\n혈뇨 일시적인 증상인지 모르겠지만 몇 주 동안 지켜보면 아닌 거 같아 \n신경이 너무 쓰이는데 혈뇨 원인이 뭔가요?\n혈뇨 어떤 검사를 받아야 할지 자세히 알려주세요.,작성일\n2023.11.30,"안녕하세요. 하이닥-네이버 지식iN 상담의 류경호 입니다.\n혈뇨 증상으로 질문하셨네요. 먼저 혈뇨란 소변에 피가 섞여 나오는 증상으로 소변을 생성하는 신장에서 소변이 나오는 요로 중 한 부위에 출혈이 생겨 배출되는 현상입니다.\n혈뇨는 신장에서 외요도구에 이르는 요로중에서 어떤 부위 출혈이 발생했음을 의미합니다. 혈뇨의 경우 눈으로 확인이 가능한 육안적 혈뇨와 검사를 통해서만 확인이 가능한 현미경적 혈뇨가 있습니다.\n혈뇨 원인은 다양하며 소변이 지나가는 모든 기관에서 발생할 수 있기 때문에 혈뇨 원인은 매우 다양합니다. 따라서 신장, 요관, 요도를 비롯해 남성에게만 존재하는 전립선에 이르기까지 두루 살펴보아야 정확한 혈뇨 원인을 찾아낼 수 있습니다.\n혈뇨 원인이 되는 비뇨기계 질환은 신장에서 신우신염, 사구체신염, 신장 혹, 사구체의 혈관이 얇아지는 경우나 신장에 결석이 생기는 경우에 혈뇨가 발생할 수 있으며, 요관에서는 요관암이나 요관결석이 원인이 될 수 있습니다. \n방광에서는 방광암, 방광결석에 의해서 전립선에서는 전립선염, 전립선비대증 또는 전립선암에 의해 혈뇨가 발생할 수 있습니다. 상부는 모두 정상인데 요도에 염증이 있을 때도 혈뇨가 나타날 수 있습니다. \n혈뇨 원인이 되는 질환들은 나이에 따라서도 달라지며 비교적 젊은 나이에는 요로감염, 사구체 질환이나 요관결석이 혈뇨 원인이 될 수 있고, 50대가 넘으면 신장, 방광, 전립선 등에 발생하는 질환 때문에 혈뇨를 보는 경우가 많습니다. \n혈뇨의 진단을 위해서는 우선 소변검사를 진행하며 3회 소변검사 중에서 아래의 결과가 나오면 추가 검사를 통해 혈뇨의 원인을 찾게 됩니다.\n혈뇨 검진 및 증상에 따라 문진과 병력 청취 후 소변검사 외 초음파검사, 경정맥 신우 조영술, 방광경 검사, 세포 조직 검사 등 다양하기 때문에 혈뇨 증상이 있다면 병원에 내원하여 검사를 받아보시는 것이 좋겠습니다. \n답변이 도움이 되었으면 합니다. 감사합니다. ",2023.11.30.,,,,
65dd8f485bf02f695c36f243,생리전증상인가요,밑에가 좀 시리고 생리가 나올거 같은 느낌도 나는데요 생리 하려는 건가요? 아랫배고 나왔구요 생리전 증상일까요? 제가 원래 쓰던 생리앱에는 9일 예정일인데 다른 생리앱 2개를 깔아보니 오늘이 예정일이라고 하네요 언제쯤 할까요\n임신 극초기 증상일 수도 있나요.?가슴 누르면 아파요,작성일\n2024.02.07,"안녕하세요. 하이닥-네이버 지식iN 상담의 김종호 입니다.\n임신 초기 증상은 두통, 어지러움, 울렁거림, 가슴의 통증, 허리의 통증, 아랫배 통증, 냉의 증가. 미열,\n소량의 출혈 등이 있으며, 개인차는 있지만 대개 임신 주수 5~6주 후 (관계 2~3주 후)에 나타나게 됩니다.\n하지만 이런 증상들은 개인마다 차이가 있고 임신이 아닌 경우에도 충분히 나타날 수 있으며, \n임신 초기 증상과 생리전 증후군은 비슷한 증상이 매우 많으므로 증상만으로는 임신 여부를 판단할 수는 없습니다.\n우선은 정상적인 생리가 시작되는지 좀 더 기다려보시고, \n만약 생리가 지연된다면 임신 여부 확인이 중요하므로 증상과는 무관하게 \n마지막 관계 2주 후 소변 테스트를 시행하여 정확한 임신 여부를 확인하시기 바랍니다.",2024.02.08.,,,,
65dd8f495bf02f695c36f245,질염 증상인가요?,얼마전부터 질 분비물도 늘어나고 냄새도 조금 나는것 같고 가려움도 약간 있는것 같은데\n질염 증상이 맞나요?\n그동안 관리를 잘해서 그런지 질염에 걸린적이 없어서 이게 질염 증상이 맞는지 헷갈려서요,작성일\n2024.01.11,"안녕하세요. 하이닥-네이버 지식iN 상담의 이형근 입니다.\n질염 증상이 의심되셔서 진단이 필요하시군요.\n질염의 증상은 보통 분비물의 양 증가, 평소와 다른 분비물 형태(연두색이나 노란색을 띤다거나, 두부 으깬 것 같거나 너무 물 같은 형태의 분비물), 냄새, 가려움 등이 있습니다.\n세균성 질염의 경우 분비물 색깔의 변화, 냄새가 나며, 트리코모나스의 경우 분비물의 양 증가, 악취, 가려움증 등이 나타납니다.\n칸디다성 질염의 경우 희고 걸쭉한 분비물, 가렵거나 따가운 증상 등이 나타납니다.\n질염이 생기게 되면 냄새, 가려움증, 분비물 등이 생기는데 이런 증상은 염증의 종류나 심한 정도에 따라 따라 차이가 있습니다.\n질염은 질 내 소독과 항진균제의 복용으로 치료가 가능하며 꽉 끼는 옷이나 팬티라이너는 증상을 악화시킬 수 있으니 피하시는 것이 좋습니다.\n심하지 않는 질염이라면 일주일가량 치료를 받으시면 빠르게 완치될 수 있습니다.\n산부인과 방문 시 생리 질환, 성병, 임신, 피임 등 종합적인 검진이 가능하고, 실력과 신뢰감이 높은 산부인과를 찾아 진료를 받으시길 바랍니다.\n감사합니다.",2024.01.11.,,,,
