_id,news_company,news_time,news_title,news_description
65dd6d4399080678d0012bd5,코메디닷컴,2023.12.15 14:35,"머크 희귀의약품 벨주티판, 신장암에도 사용","14일(현지시각) 미국식품의약국(FDA)은 벨주티판을 면역관문억제제(PD-1/PD-L1) 및 혈관신생 저해제(VEGF/TKI)를 사용한 이후 종양이 진행된 신세포암종(RCC) 환자의 치료제로 승인했다.신세포암은 신장의 작은 관에서 암세포가 발생하는 병이다. 신장암의 85~90%가 신세포암종이기 때문에 일반적으로 신장암이라고 불린다.이번 승인은 머크의 ‘LITESPARK-005’ 임상3상 데이터를 기반으로 한다. 머크는 임상3상에서 ‘PD-1/PD-L1’과 ‘VEGF/TKI’를 표적으로 하는 약물치료를 한 후 신세포암이 진행된 746명의 환자에게 벨주티판과 노바티스의 신장암 치료제 ‘에베로리무스(제품명 아피니토)’를 매일 한번씩 경구 투여했다.임상 결과 벨주티판을 투여받은 사람들은 에베로리무스를 투여받은 사람들에 비해 암이 진행되지 않는 무진행 생존율(PFS)이 통계적으로 유의하게 개선됐다. 종양 크기 감소 등을 객관적으로 확인 가능한 객관적 반응률(ORR)도 에베로리무스에 비해 높았다.머크 연구소 글로벌 임상 개발 수석 부사장인 마조리 그린 박사는 “웰리렉은 앞서 미국 최초로 본히펠린다우(VHL) 관련 암 치료제로 승인됐고, 이번에는 진행성 신세포암 치료제로 승인됐다”며 “특히 진행성 신장암을 가진 환자가 받을 수 있는 치료옵션은 거의 10년 만에 나온 것”이라고 설명했다.본히펠린다우 증후군은 전신에 종양을 유발하는 복합증후군이다. 웰리렉은 2021년 VHL 질환 치료제로 FDA 허가를 받았고, 국내에서도 지난 5월 같은 적응증으로 식약처 승인을 받은 바 있다."
65dd6d4499080678d0012bd6,코메디닷컴,2022.08.30 10:00,"종근당 ‘CKD-510′, 심장질환 치료제 개발 가능성 확인","말초신경병증의 일종인 샤르코 마리 투스 치료제로 개발을 진행하고 있는 종근당의 ‘CKD-510’이 심장질환 치료제로도 개발 가능성이 있는 것으로 확인됐다.종근당(대표 김영주)은 8월 26일에서 29일까지 스페인 바로셀로나에서 열린 유럽심장학회(European Society of Cardiology) 연례학술대회에서 심방세동 치료제로의 개발 가능성을 확인한 ‘CKD-510’의 전임상 연구결과를 발표했다고 30일 밝혔다.CKD-510은 히스톤탈아세틸화효소6(HDAC6)를 선택적으로 억제하는 플랫폼 기술이 적용된 차세대 신약 후보물질로, 전기적이고 구조적인 재형성을 개선하는 새로운 기전의 심장질환 치료제다. HDAC6 억제제로는 최초로 비이온채널차단제(Non-Ion Channel Blocker)로 개발되는 First-In-Class 약물이다.전임상 결과에 따르면 CKD-510은 심방세동 환자에서 일어나는 미세소관(Microtubule) 붕괴 억제를 통해 칼슘이온(Ca2+)의 이동을 정상화해 심방세동 부담을 감소시키고 좌심실 기능을 향상시키는 것으로 나타났다.심방세동이 유도된 동물실험에서 CKD-510은 아세틸화한 미세소관 구성 단백질(Acetylated α-tubulin)을 증가시키고 칼슘에 의해 활성화되는 단백질 분해효소인 칼페인(Calpain) 활성을 낮추었으며, 활동전위기간(APD90)을 향상하고 심방세동 유도성과 지속성은 감소시키는 것으로 확인됐다.한편, CKD-510은 유전성 말초신경병증으로 유전자의 이상으로 발생하는 희귀 질환인 샤르코 마리 투스(CMT, Charcot-Marie-Tooth) 치료제로 최근 유럽 임상 1상을 완료했다.건강한 성인 87명을 대상으로 진행된 임상 1상에서 약물의 우수한 안전성과 내약성이 입증됐으며, 체내 동태 프로파일과 용량의 증량에 따른 HDAC6 활성 저해에서도 유의미한 결과가 확인되어 미국임상 2상을 준비하고 있다. 아울러 2020년 3월 미국 식품의약국(FDA)로부터 샤르코-마리-투스 치료제로 희귀의약품 지정을 받은 바 있다."
65dd6d4699080678d0012bd7,코메디닷컴,2022.06.28 11:15,"GC셀, 희귀난치성 ‘T세포 림프종’ 혁신신약 도전","CT205A는 T세포 림프종에서 발현하는 CD5(분자)를 타깃하는 키메라 항원 수용체(CAR)를 장착한 동종 제대혈 유래 NK세포치료제다.GC셀의 독자적인 CAR-NK플랫폼을 활용한 CT205A는 자가 CAR-T치료제와 비교해 제조공정이 효율적이고 예상되는 부작용이 적다는 측면에서 차별화된 장점이 있다고 회사측은 설명했다.T세포 림프종은 B세포 림프종 대비 치료옵션이 거의 없고 미충족 수요가 높은 희귀난치성 질환이다.기존 T세포 림프종의 표준 치료법은 병용화학요법을 사용하고 있으나, 질병이 완화되지 않는 경우가 많다. 특히 1차 치료에 실패하거나 재발한 환자의 경우 생존기간이 약 5.8개월(중앙값)로 예후가 좋지 않다는 것.현재 상업화된 대체 치료옵션으로는 일부 T세포에 발현하는 CD30을 표적하는 ‘항체약물결합체(ADC)’인 브렌툭시맙 베도틴이 있다.그런데 개발 중인 CD5 CAR-NK의 경우, T세포와 달리 CD5를 발현하지 않기 때문에 배양 과정 및 체내에서 서로 죽이는 현상이 발생하지 않다.또한 체내 T세포 무형성증 유발로 인한 부작용은 제한적일 것으로 예측된다. CD5 CAR-T치료제의 한계를 극복할 수 있을 것으로 기대된다.민보경 GC셀 세포치료제연구소장은 “NK세포치료제는 기존 CAR-T 치료제의 한계점을 뛰어넘을 신규 모달리티로 매년 고성장 중에 있다”며 “난치병으로 고통받는 환자들에게 새로운 치료 옵션이 될 수 있도록 노력할 것”이라고 말했다."
65dd6d4899080678d0012bd8,코메디닷컴,2020.01.08 09:30,산정특례 희귀질환-진단요양기관 확대…4700명 추가 혜택,"진료비 부담이 높은 희귀 및 중증난치질환 등의 환자 본인부담률을 경감해주는 산정특례 희귀질환과 진단요양기관이 확대됐다.국민건강보험공단은 희귀질환자의 의료비 부담을 경감하고, 진단이 어려운 극희귀 및 상세불명 희귀질환자의 의료접근성을 향상시키기 위해 1일부터 이를 실시한다고 밝혔다.◆ 산정특례 대상 희귀질환 확대산정특례 대상 희귀질환으로 성인발병 스틸병 등 91개 질환이 추가돼 해당질환 환자 약 4700명이 의료비 경감 혜택을 볼 것으로 기대된다. 이번 확대로 산정특례를 적용받는 희귀질환은 1014개로 늘어나고, 산정특례 혜택 인원은 26.5만 명에서 약 27만 명으로 증가한다.공단은 환자와 가족, 환우회, 관련 학회 등의 의견을 수렴해 희귀질환관리위원회(질병관리본부) 및 산정특례위원회(공단) 심의를 거쳐 희귀질환 산정특례 적용 대상을 확대해왔다. 특히 지난해부터는 질병명이 없어 산정특례 적용을 받지 못하던 ‘기타염색체이상질환’에 대해서도 별도의 질환군을 신설해 적용하고 있다.이번 산정특례 대상 확대로 해당 질환을 앓고 있는 희귀질환자들은 건강보험 산정특례 적용에 따른 의료비 본인부담 경감과 희귀 질환자 의료비지원사업에 의한 본인부담금 의료비 지원 혜택을 받을 수 있다.◆ 희귀질환 진단요양기관 확대극희귀질환, 상세불명 및 기타염색체이상 질환을 확진하고 산정특례 적용 대상으로 등록할 수 있는 ‘진단요양기관’을 추가로 지정해 운영한다.진단요양기관을 통해서만 산정특례 적용대상으로 등록할 수 있는 질환이 지속적으로 증가하면서 진단의 신속성을 확보하고, 진단요양기관이 없는 지역(전남, 전북, 충북 등)의 환자 불편을 해소하기 위한 조치다. 지난해 12월 희귀질환 또는 유전자 클리닉을 운영하고 있는 상급종합병원을 대상으로 공모를 통해 7개 기관을 추가 지정, 1일부터 28개로 확대·운영하고 있다."
65dd6d4999080678d0012bd9,코메디닷컴,2019.10.16 15:50,국가관리 지정했지만… 희귀질환 환자 눈물 닦아줄 수 있을까?,"보건복지부가 희귀질환의 진단-치료 지원 및 의료비 부담을 덜어 주기 위해 91개 질환을 국가관리대상 희귀질환으로 추가 지정한다고 16일 밝혔다. 이로써 정부가 관리하는 희귀질환은 926개에서 1,017개로 확대된다.이번에 추가 지정된 성인발병 스틸병의 경우 국내 환자가 1,400여 명에 불과하다.  발열, 피부발진, 관절통 등을 보이는 염증성 질환으로 소아 류마티스 관절염과 증상은 유사하나 성인에서 발병한다.  소아 류마티스 관절염을 처음 보고한 영국의사 스틸 경의 이름을 빌려 명명된 질환이다.정부는 환자가 2만 명 이하이거나 진단이 어려워 유병인구를 알 수 없는 질환에 대해 희귀질환으로 지정해 오고 있다.  2018년 9월 처음으로 926개 희귀질환을 지정했으나 추가 지정을 해달라는 주장이 계속 제기되어 왔다.이번 희귀질환의 확대-지정으로 환자들은 건강보험 산정특례 적용에 따른 의료비 본인부담 경감과 희귀질환자 의료비 지원 사업에 의한 본인부담금 의료비 지원 혜택을 받을 수 있다. 과중한 의료비 부담을 완화할 수 있을 것으로 기대된다.이번에 신규 지정된 희귀질환에 대한 산정특례는 2020년 1월부터 적용될 예정이다. 정부는 희귀질환자의 의료 접근성과 진단 및 관리의 연계 강화를 위해  권역별 희귀질환 거점센터를 지난해 4곳에서 올해 11곳으로 늘려 운영하고 있다.보건복지부 질병관리본부 관계자는  “이번 희귀질환 추가 지정을 통해 의료비 부담 경감 및 진단-치료 등 희귀질환자에 대한 지원이 확대될 수 있도록 하겠다”면서 “희귀질환 연구, 국가등록체계 마련 등도 충실히 수행해 나갈 예정”이라고 밝혔다. 이번에 지정된 희귀질환 목록과 희귀질환자 지원사업에 대한 상세한 내용은 보건복지부 홈페이지 및 희귀질환 헬프라인에서 확인할 수 있다.하지만 희귀질환은 환자 수가 워낙 적어 건강보험이 안 되는 신약이 많다. 막대한 약값을 대느라 가족들의 경제적 희생이 따를 수밖에 없다. 신약이 건강보험에 등재되기 위해서는 경제성을 따지는 등 복잡한 절차가 필요하다.  지금 건강한 사람이라도 언제든지 환자가 될 수 있다. 희귀질환 환자에 대한 따뜻한 시선이 더욱 필요할 때다."
65dd6d4a99080678d0012bda,코메디닷컴,2019.05.16 16:16,희귀질환자 위한 ‘착한걸음 6분걷기’ 참여해요,"서울시사회복지협의회는 ‘희귀질환 극복의 날’을 기념해 희귀질환 환자들을 위한 ‘착한걸음 6분걷기’ 캠페인을 진행한다고 밝혔다.이번 달 24일까지 진행되는 이 캠페인은 희귀질환에 대한 사회적 관심을 높이기 위해 기획된 시민참여형 공익 이벤트다.올해로 5회째 열리는 이 캠페인에 참여한 시민들의 걸음 수를 금액으로 환산해 환자들에게 교통비 등으로 전달한다. 올해는 23일 희귀질한 극복의 날의 기념해 지구 3바퀴에 달하는 12만km를 목표로 시민들의 걸음을 모을 예정이다.캠페인 테마는 ‘희귀질환 환자들의 곁’이다. 고통스러운 시간을 보내고 있는 희귀질환 환자들의 곁을 가까이에서 지키는 가족·의료진·이웃들을 조명하고, 일상 속 걸음을 통해 응원하고, 함께 환자들의 곁을 지키자는 취지다.캠페인 참여 방법은 ‘빅워크’ 또는 ‘워크온’ 어플 내에 마련된 캠페인 프로젝트를 통해 일상 속 걸음을 기부하거나, 걸음을 걷는 자신의 모습을 촬영해 ‘#착한걸음6분걷기’, ‘#곁을지켜요’ 등의 해시태그와 함께 인스타그램에 올리면 된다.올해는 질병관리본부, (사)한국희귀·난치성질환연합회, 대한의학유전학회, 서울시사회복지협의회, 사회적기업 빅워크와 워크온, 제약기업 사노피 젠자임이 캠페인과 함께 한다.착한걸음 6분 걷기는 희귀질환을 비롯한 만성질환 환자들의 보행능력을 확인하는 ‘6분 검사’에서 착안했다. 6분 걷기 검사는 환자들의 걷기 능력을 보는 검사로, 이를 통해 질환의 개선 정도를 파악할 수 있다."
65dd6d4c99080678d0012bdb,코메디닷컴,2022.05.06 08:51,종근당 창립 81주년…희귀·첨단바이오의약품 등 혁신신약 개발 주도,"종근당(대표 김영주)은 4일 서울 충정로 본사에서 온라인으로 창립 81주년 기념식을 개최했다.이장한 회장은 기념사를 통해 “지난 81년 동안 종근당을 명실상부한 제약기업으로 우뚝 설 수 있는 토대를 마련해준 창업주 이종근 회장님과 선배 제약인들에게 존경의 마음을 전한다”고 말했다.또 이 회장은 “제약산업은 코로나19 펜데믹 상황에서 중추적인 역할을 수행하며 국가의 미래 성장동력으로 주목받고 있다”며 “종근당 역시 RNA기반 플랫폼 기술을 확보해 암 백신과 희귀질환 치료제로 개발 가능성을 높이는 한편 유전자치료제, 세포치료제 등 첨단바이오의약품으로 신약개발 범위를 확대하고 있다”고 밝혔다.이와 함께 ”현재의 디지털 환경에서는 빅데이터, 인공지능 등 수학과 통계적 근거를 활용한 기업의 운영이 이루어져야 한다:며 “임직원들은 전문성과 글로벌 식견을 갖추고 깊은 사고와 수평적 교류를 통한 창의성과 창조성을 발휘해 회사와 사회의 발전에 이바지해달라”고 당부했다.이날 기념식에서는 우수사원 및 장기근속자에 대한 포상이 진행됐다.회사발전에 기여한 공로로 제제연구실 김민수 부장이 대상을, 병원4사업부2팀 정완기 차장 외 31명이 가치창조상을 받았다.이외에 종근당 구성준 이사 외 10명이 30년 근속상을, 박신정 이사 외 36명이 20년 근속상을, 임상통계팀 장수희 차장 외 44명이 10년 근속상을 수상했다."
65dd6d4d99080678d0012bdc,코메디닷컴,2019.02.14 10:54,"사노피, 희귀혈액질환 사업부 출범…혈우병 치료제 도입","사노피는 스페셜티케어 사업부 사노피 젠자임 한국사업부(대표 박희경)가 희귀혈액질환 사업부를 출범한다고 14일 밝혔다.사노피는 2018년 1월 혈우병 및 희귀혈액질환 치료제 연구개발에 특화된 바이오버라티브(Bioverativ)와 아블링스(Ablynx) 를 인수했으며, 앨라일람(Alnylam Pharmaceuticals)으로부터 혈우병 A∙B 치료제인 피투시란의 글로벌 개발 및 판매권을 획득했다. 이에 따라 사노피 젠자임은 희귀혈액질환 사업부를 신설, 국내 시장에 혈우병을 비롯한 다양하고 혁신적인 희귀혈액질환 치료 옵션을 제공하게 됐다.희귀혈액질환 사업부는 올해 반감기 연장 혈우병A 치료제 엘록테이트(성분명 에프모록토코그알파)와 반감기 연장 혈우병B 치료제 알프로릭스(성분명 에프트레노나코그-알파) 시판 준비에 본격적으로 돌입한다.엘록테이트와 알프로릭스는 2014년 미국 식품의약국(FDA) 허가를 받았고, 2017년 국내 식품의약품안전처 시판 허가를 받았다. 이후 2018년 10월 5일 바이오버라티브 혈우병 치료제 국내 판권을 보유한 한국UCB제약과의 양도양수절차를 거쳐, 2019년 2월 1일 보건복지부 약제 급여 목록 고시가 완료됐다.Fc 융합단백 기술을 바탕으로 만들어진 엘록테이트와 알프로릭스는 인체의 자연적인 경로를 이용해 혈류 내 혈액응고인자 지속 시간을 늘려 투약 간격의 연장 및 투여 빈도를 줄일 수 있는 치료제다. 일상적 예방요법 시 권장 투여 용량은 엘록테이트는 3~5일 간격으로 1회 50 IU/kg, 알프로릭스는 주 1회 50 IU/kg 또는 10-14일 간격으로 1회 100 IU/kg이다.박희경 사노피 젠자임 대표는 “희귀혈액질환 사업부는 엘록테이트와 알프로릭스를 필두로 국내 희귀혈액질환 치료 개선과 환자들의 긍정적인 삶의 변화에 기여할 수 있도록 노력할 것”이라며 “이번 사업부 출범으로 사노피는 새 혈우병 및 혈액질환 치료 옵션 확보는 물론 기존에 보유한 혈우병 치료후보물질 개발에 박차를 가할 수 있게 됐다”고 말했다.이외에도 희귀혈액질환 사업부는 한랭응집소질환, 겸상적혈구질환, 베타지중해빈혈, 후천적 혈전성 혈소판감소증, 자반증 치료제 등 희귀혈액질환에 대한 폭넓은 포트폴리오를 준비하고 있다."
65dd6d4f99080678d0012bdd,코메디닷컴,2019.03.12 10:52,"오늘부터 희귀·난치질환자, 의료용 대마 구입 가능","12일 식품의약품안전처는 자가 사용을 목적으로 국내 대체치료제가 없는 희귀·난치성 질환 치료를 위한 대마 성분 의약품 구입 절차를 규정한 ‘마약류 관리에 관한 법률 시행령 및 시행규칙’을 개정‧공포했다.주요 내용은 ▲희귀‧난치질환자를 위한 대마 성분 의약품 자가치료용 취급승인 및 수입 절차 마련 ▲의료용 마약의 조제·판매 지역 제한 폐지 ▲행정처분 기준 개선 등이다.대마 성분 의약품 구입을 위해서는 식약처에 취급승인 신청서와 진단서(의약품명, 1회 투약량, 1일 투약 횟수, 총 투약일수, 용법 등 명시), 진료기록, 국내 대체치료수단이 없다고 판단한 의학적 소견서를 제출해 취급승인을 받아야 한다. 이후 한국희귀‧필수의약품센터를 통해 공급받을 수 있다.식약처가 허가한 해외 대마 성분 의약품은 4가지로 MARINOL(성분명 Dronabinol), CESAMET(성분명 Nabilone), CANEMES(성분명 Nabilone), Sativex(성분명 THC/CBD) Epidiolex(성분명 CBD) 등이다.지금까지 약국에서는 같은 행정구역의 의료기관에서 발행한 마약 처방전에 따라 조제할 수 있었지만, 그러한 지역 제한도 폐지됐다. 앞으로는 환자가 어느 곳에서나 처방받은 약을 구입할 수 있다.또한, 마약류 취급보고 간 행정처분 기준이 개선돼 전산 장애로 일부 내용이 누락된 경우 처분이 감면될 수 있다.식약처는 “이번 개정으로 희귀·난치 질환자의 치료기회가 확대되고 삶의 질을 높아질 것으로 기대한다”라고 말했다."
65dd6d5099080678d0012bde,코메디닷컴,2018.12.11 08:00,"메디데이터, 희귀 질환 연구 새로운 전기 마련","이번 발견은 치료 반응과 신규 약물 표적에 대한 새로운 통찰을 제공하며 정밀의학의 가치를 입증한 사례로 평가받고 있다.메디데이터는 캐슬만병협력네트워크(Castleman Disease Collaborative Network; CDCN)와 함께 미국 현지 시간 지난 4일 개최된 제60회 미국혈액학회(ASH)에 참석해 이같은 내용을 발표했다.특발성∙다발성 캐슬만병(Idiopathic Multicentric Castleman Disease; iMCD)은 진단이 어렵고 생명에 치명적인 희귀 질환이다. 캐슬만병협력네트워크는 진단법 개선을 위해 허가 받은 치료법을 시도할 환자를 찾고 새로운 치료제 개발을 위한 약물 표적을 탐색하는 임상 연구를 추진하고 있다.캐슬만병협력네트워크의 공동 설립자이자 해당 질환자이기도 한 데이비드 파헨바움(David Fjgenbaum) 박사는 특발성∙다발성 캐슬만병 발병 당시 “의료진 중 내가 살아남을 것이라고 생각하는 이는 없었다”고 회고하며 “현재 목표는 캐슬만병이나 다른 희귀 질환을 앓고 있는 환자들에게 새로운 치료 가능성과 희망을 주는 것”이라고 전했다.파헨바움 박사는 “희귀 질환은 대부분 표본 크기가 작고 핵심적인 발견을 위한 자료가 부족해서 새로운 치료법을 개발하는 데 제약이 크다”며 “메디데이터와의 이번 공동 연구는 전 세계에서 수집한 환자 데이터 표본과 레이브 오믹스 솔루션을 활용해 자료 부족의 어려움을 극복하고, 질환에 대한 이해를 더 높인 성공적인 케이스”라고 말했다.메디데이터 레이브 오믹스는 머신러닝 알고리즘으로 환자의 유전 정보를 포착하고 임상 시험 과정에서 다른 데이터와의 연결 및 분석을 효율화하는 솔루션으로, 캐슬만병의 새로운 바이오마커 발견에 크게 기여했다.메디데이터는 캐슬만병협력네트워크와 협업하며 △ 질환 내 특수형 및 유전단백체 질환 상태를 반영하는 6개의 하위 환자 집단 △ 항 IL-6(anti-interleukin-6) 치료제 반응에 대한 유전단백체 예상 지표 △ 희귀 질환에 대한 이해도 개선 및 신규 약물 표적에 기여할 병인학적 통찰 등을 발견했다고 밝혔다.글렌 드 브리스(Glen de Vries) 메디데이터 대표는 “메디데이터 데이터 분석은 희귀 질환을 포함한 모든 질환자들을 위한 치료제의 연구 개발을 돕는다”며 “레이브 오믹스를 통해 표적 치료를 가능케하고 정밀 의료 발전에 기여할 수 있어 자랑스럽다”고 밝혔다."
65dd6d5199080678d0012bdf,코메디닷컴,2018.11.28 17:00,"바이오리더스, 희귀 질환 치료제 국내 임상 승인","바이오리더스의 희귀 질환 뒤셴 근이영양증(DMD) 치료제, BLS-M22가 식품의약품안전처로부터 임상 승인을 받았다.BLS-M22는 바이오리더스의 독자적인 플랫폼 기술, 뮤코맥스(MucoMAX)를 이용한 파이프라인 중 하나로, 삼성서울병원 연구팀과의 공동 연구를 통해 근육 성장을 방해하는 마이오스타틴을 억제해 근육 형성을 촉진하는 효능이 있음을 확인했다.BLS-M22는 지난해(2017년) 12월 미국 식품의약국(FDA)로부터 희귀의약품 지정(ODD)을 받은 바 있다. 희귀의약품 지정을 받으면 임상 2상 후 조건부 판매가 가능하며, 시판 허가 승인 후 7년간 마케팅 독점권을 부여받을 수 있다.뒤셴 근이영양증은 희귀 유전 질환의 일종으로, 근육 위축증 가운데 가장 빈도가 높아 3500명당 1명꼴로 발병되며, 20살 무렵에는 호흡근 침범에 의한 호흡 마비로 사망 가능성이 높은 질환이다. 현재 스테로이드 처방을 통한 근력과 호흡 기능 유지 외엔 마땅한 치료가 없는 질환이다.뒤셴 근이영양증 치료제 세계 시장 규모는 연평균 160.5%(출처 GlobalData, 2015) 증가하고 있다. 글로벌 희귀 질환 의약품 시장 규모는 2025년 2000억 달러(약 220조 원)에 육박할 것으로 분석된다.바이오리더스 관계자는 “이번 뒤셴 근이영양증 치료제의 식약처 임상 1상 승인, 미국 FDA 희귀 의약품 지정 승인과 더불어 국내에서도 희귀 의약품 지정을 받아 임상 진행 속도를 더욱 가속화할 예정”이라며 “이외에도 자궁경부 상피 이형증 치료제 임상 3상 추진 및 자궁경부 전암 치료제의 순조로운 임상 2b상 진행 등 다양한 파이프라인으로 신약 개발에 역량을 집중하고 있다”고 말했다."
65dd6d5399080678d0012be0,코메디닷컴,2022.06.16 12:02,"일동제약, 바이오USA서 당뇨·안과 질환 파이프라인 홍보","일동제약(대표 윤웅섭)은 미국 샌디에이고에서 13일부터 16일까지 열린 ‘2022 바이오 인터내셔널 컨벤션(BIO USA)’에 참가해 자사의 R&D 파이프라인과 신약후보물질 등을 홍보했다고 16일 밝혔다.이번 행사에서 일동제약은 파트너링 미팅을 통해 ▲당뇨병 ▲간 질환 ▲안과 질환 ▲호흡기 질환 ▲위장관 질환 ▲암 등과 관련한 R&D 파이프라인을 공개하고 협력 파트너 발굴과 기술 이전 등을 타진했다.또 암, 희귀 질환 등의 분야에서 타 기업들과의 오픈 이노베이션 추진, 라이선스 인 등을 통한 사업 기회 모색 및 아이템 발굴 활동도 함께 전개했다고 덧붙였다.일동제약은 ▲독일에서 임상1상을 진행 중인 GPR40(G단백질 결합 수용체 40) 기전의 ‘IDG16177’ ▲비임상 단계에 있는 GLP-1 수용체 작용제(GLP-1 receptor agonist) 계열의 ‘ID110521156’ 등 제2형 당뇨병 치료제 ▲연내 글로벌 임상1상 진입이 예상되는 FXR 작용제(farnesoid X receptor agonist) 기전의 비 알코올성 지방간염(NASH) 치료제 등 10여 개의 유망 신약 파이프라인을 보유하고 있다.일동제약 관계자는 “행사 기간 동안 파트너링 프로그램을 통해 해외 60여 개 업체와 활발한 비즈니스 미팅을 가졌다”며 “특히 대사 질환, 안과 질환 등의 파이프라인이 상대 기업들로부터 관심과 호응을 얻었다”고 말했다."
65dd6d5499080678d0012be1,코메디닷컴,2018.10.11 11:19,아픈 이유도 모른 채 희귀 질환자 ‘진단 방랑’,"국회 보건복지위원회 남인순 더불어민주당 의원은 지난 10일 “질병관리본부가 제출한 국감 자료에 따르면 국내에는 약 1000개의 희귀 질환이 있으며 미진단 희귀 질환자 수는 연간 400명 이상일 것으로 추정된다”고 밝혔다. 현행 희귀질환관리법은 유병 인구가 2만 명 이하이거나 진단이 어려워 유병 인구를 알 수 없는 질환을 희귀 질환으로 정의한다.남인순 의원은 “희귀 질환자는 정확한 진단을 위해 비용, 시간을 쓰는 진단 방랑에 시달린다”라며 “이들 환자에게는 정립된 진단 지침이 없어 유전체 검사 등 다양한 접근을 통한 다학제 간 연구를 통해서만 진단이 가능하다”고 말했다. 질병관리본부는 진단 방랑의 평균 기간을 미국 7.6년, 영국 5.6년, 한국 6.5년으로 추정한다.질병관리본부에 따르면, 희귀 질환의 80%는 유전적 요인을 지닌다. 유전체 분석 기술을 고도화하면 진단률 향상이 가능한 것. 미국, 일본, 유럽 등 선진국에서는 ▲ 희귀 질환자 사례 공유 ▲ 신규 돌연변이 유전체 발견시 신약 개발 등에 활용하는 방식으로 미진단 연구를 활발히 수행하고 있다.남인순 의원은 “질병관리본부가 지난해(2017년) 미진단 희귀 질환 시범 연구를 실시했으나 국내 미진단자 연구는 아직 시작 단계에 불과하다”라며 “진단 사각지대에 놓인 희귀 질환의 진단 및 적절한 치료법 개발을 위해 연구를 보다 활성화해야 한다”고 강조했다.남인순 의원은 “정부가 지난 9월 발표한 ‘희귀 질환 지원 대책’은 희귀 질환 목록을 추가하고 희귀 질환자에 대한 산정 특례 절차를 정비했”지만 “질병관리본부가 2019년 정부예산안 반영을 요구한 미진단 희귀 질환 연구 사업 예산 15억 원은 전액 미반영됐다”고 지적했다. 남 의원은 “국회 예산 심의 과정에서 연구를 위한 예산을 확보해야 할 것”이라고 덧붙였다."
65dd6d5699080678d0012be2,코메디닷컴,2020.04.08 06:00,오늘은 ‘쿠싱병의 날’…비만과 헷갈리기 쉬운 희귀질환,"☞오늘의 건강= 오늘(4월 8일)은 ‘쿠싱병의 날’이다. 쿠싱병을 최초로 발견한 하비 쿠싱 박사(1869-1939)의 생일이기도 하며, 쿠싱병에 대한 인식을 높이자는 의미로 ‘쿠싱병 인식의 날’이라고도 한다.쿠싱병은 뇌하수체의 종양으로 인해 스트레스 호르몬인 부신피질자극호르몬과 부신의 스테로이드 호르몬(코르티솔)이 과다 분비되는 희귀질환이다. 우리 몸의 호르몬 관제탑인 뇌하수체는 신진대사에 관여하는 각종 호르몬의 생성과 분비를 조절한다.코르티솔은 스트레스에 대응해 신체 방어능력을 강화시켜 주는 호르몬이다. 하지만 과도하게 분비되면 고혈압, 고지혈증, 고혈당 등 심각한 합병증을 일으킨다. 또한 심근경색, 심부전 등 심뇌혈관계 합병증이 나타나면 사망 위험까지 높아진다.쿠싱병의 가장 일반적인 증세는 체중 증가다. 특히 살이 몸통에 집중적으로 찌고 다리나 팔은 가늘어진다. 얼굴이 달덩이처럼 부풀어 오르는 월상안(moon face), 목 뒤에 들소의 목덜미같이 지방 덩어리가 차오르는 버팔로 험프(Buffalo’s hump)증세가 나타나기도 한다.연구에 따르면 쿠싱병 환자들이 제대로 된 진단 및 치료를 받기까지 평균 4~5년이 걸린다. 증상과 병의 특징을 잘 모르다보니 단순 복부비만으로 오인해 초기에 병원에 갈 생각을 하지 못하기 때문이다.이렇듯 치료가 늦어지면 쿠싱병 자체는 완전히 낫더라도 지속되는 합병증으로 인해 뇌경색과 심근경색의 위험성을 안고 살게 된다. 따라서 아랫배가 중점적으로 찌는 중심성 비만이 있으면서, 고혈압, 고지혈증, 당뇨병과 같은 복합적 내분비질환이 동반된다면 빠른 시일 내에 내원해 정확한 진단을 받아보는 것이 좋다."
